brand,carName,carImg,saleVolume,price,manufacturer,rank,carModel,energyType,marketTime,insure
奥迪,奥迪A6L PHEV,https://p3-dcd.byteimg.com/img/motor-img/e84a67d39282a0550546632e9e6cefb5~tplv-resize:640:0.png,32,"[45.72, 45.72]",一汽-大众奥迪,510,中大型车,插电式混合动力,2022.08,3年或10万公里
别克,别克GL6,https://p3-dcd.byteimg.com/img/motor-img/6244d0821dc2e2e6e8d7ace6e8e2017b~tplv-resize:640:0.png,31,"[10.49, 12.49]",上汽通用别克,511,紧凑型MPV,48V轻混系统,2020.11,3年或10万公里
北京,北京BJ80,https://p3-dcd.byteimg.com/img/motor-img/4f52b32a408cd7fd40a897d72970964f~tplv-resize:640:0.png,30,"[29.8, 39.8]",北京越野,512,中大型SUV,汽油,2020.07,3年或6万公里
丰田,威驰,https://p3-dcd.byteimg.com/img/motor-img/5a47279a2f425d7c1505b60d0478d9a8~tplv-resize:640:0.png,30,"[6.18, 8.28]",一汽丰田,513,小型车,汽油,2021.11,3年或10万公里
奇瑞新能源,无界Pro,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/43d183c57f8343339359a58dd2d7c8d8~tplv-resize:640:0.png,29,"[8.49, 11.09]",奇瑞新能源,514,微型车,纯电动,2022.11,3年或12万公里
启辰,启辰T60,https://p9-dcd.byteimg.com/img/motor-img/9e393843ac2d25e558685dcb68894719~tplv-resize:640:0.png,29,"[8.08, 11.28]",东风日产启辰,515,小型SUV,汽油,2021.10,3年或10万公里
捷豹,捷豹E-PACE,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/1e15311a8df14f7b9e95bdbc308c9eb1~tplv-resize:640:0.png,24,"[26.38, 32.1]",奇瑞捷豹路虎,516,紧凑型SUV,48V轻混系统,2023.08,3年或10万公里
丰田,威驰FS,https://p3-dcd.byteimg.com/img/motor-img/1c65e3ac4deae8b92f41852fe283989a~tplv-resize:640:0.png,23,"[7.38, 8.08]",一汽丰田,517,小型车,汽油,2021.11,3年或10万公里
日产,蓝鸟,https://p3-dcd.byteimg.com/img/motor-img/6a890b642bc57f51fada5de6db6af34d~tplv-resize:640:0.png,23,"[11.09, 11.89]",东风日产,518,紧凑型车,汽油,2020.09,3年或10万公里
马自达,马自达CX-30 EV,https://p3-dcd.byteimg.com/img/motor-img/79d417ac74b4f57a2935af5f3cdf409e~tplv-resize:640:0.png,22,"[15.68, 19.88]",长安马自达,519,小型SUV,纯电动,2021.09,3年或10万公里
合创汽车,合创A06,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/6ed97fb37fb446c2bfc1ed3f142f8015~tplv-resize:640:0.png,22,"[17.98, 26.98]",合创汽车,520,中型车,纯电动,2022.12,4年或15万公里
雪铁龙,雪铁龙C6,https://p3-dcd.byteimg.com/img/motor-img/d6f728d6a1b5ed93ba1d8e394a860c3e~tplv-resize:640:0.png,21,"[15.59, 15.68]",东风雪铁龙,521,中型车,汽油,2023.04,3年或10万公里
DS,DS 7,https://p3-dcd.byteimg.com/img/motor-img/ed26b29c1b4cc3f3c703070d4997ce5e~tplv-resize:640:0.png,21,"[24.99, 32.99]",DS汽车,522,紧凑型SUV,汽油,2022.11,3年或10万公里
海马,海马7X-E,https://p3-dcd.byteimg.com/img/motor-img/83764d01c17f4ed726bfa1c8da24270c~tplv-resize:640:0.png,20,"[21.98, 25.98]",一汽海马,523,紧凑型MPV,纯电动,2022.09,5年或10万公里
奥迪,奥迪Q2L e-tron,https://p9-dcd.byteimg.com/img/motor-img/5baddc755b3d04932ff63931b637f51d~tplv-resize:640:0.png,18,"[18.04, 18.04]",一汽-大众奥迪,524,小型SUV,纯电动,2021.12,3年或10万公里
荣威,荣威RX3,https://p9-dcd.byteimg.com/img/motor-img/7a72b35f6c07573796372a87430d08fa~tplv-resize:640:0.png,17,"[6.78, 8.88]",上汽集团,525,小型SUV,汽油,2021.03,3年或10万公里
DS,DS 9,https://p3-dcd.byteimg.com/img/motor-img/fc67d704cb45ca837dc5130b5cc62498~tplv-resize:640:0.png,16,"[25.49, 34.99]",DS汽车,526,中型车,汽油,2022.03,3年或10万公里
思皓,花仙子,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/7a7c73fd87fe459f9f75a1ebdcf7c74a~tplv-resize:640:0.png,15,"[5.99, 9.09]",江汽集团,527,微型车,纯电动,2022.11,3年或12万公里
丰田,YARiS L 致炫,https://p3-dcd.byteimg.com/img/motor-img/0d4b71e7270960f73f1e9370febad7cc~tplv-resize:640:0.png,14,"[7.58, 9.38]",广汽丰田,528,小型车,汽油,2021.12,3年或10万公里
红旗,红旗LS7,https://p3-dcd.byteimg.com/img/motor-img/0b094b3ada0704b3ef49fa69acb10d59~tplv-resize:640:0.png,13,"[136.57, 146.57]",一汽红旗,531,大型SUV,汽油,2022.08,4年或10万公里
丰田,威兰达高性能版,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/fe0a534abd314543a5f1f803bab7597d~tplv-resize:640:0.png,10,"[24.58, 28.98]",广汽丰田,532,紧凑型SUV,插电式混合动力,2023.03,3年或10万公里
荣威,荣威RX8,https://p3-dcd.byteimg.com/img/motor-img/698c942eb4d5973d1babe5371eb624f7~tplv-resize:640:0.png,9,"[14.88, 20.88]",上汽集团,533,中大型SUV,汽油,2019.07,3年或10万公里
江铃集团新能源,易至EV3小雷达,https://p9-dcd.byteimg.com/img/motor-img/486c35ff335c82c459a433101236db5d~tplv-resize:640:0.png,9,"[8.28, 8.28]",江铃集团新能源,534,微型车,纯电动,2023.02,3年或6万公里
DS,DS 9 PHEV,https://p9-dcd.byteimg.com/img/motor-img/6505fe35f2a3a3ffa5a1ffbb7bd5a617~tplv-resize:640:0.png,8,"[33.49, 40.49]",DS汽车,535,中型车,插电式混合动力,2022.03,8年或12万公里
广汽传祺,传祺GA8,https://p9-dcd.byteimg.com/img/motor-img/911cc4fa34ff545a5f7b8806299169a0~tplv-resize:640:0.png,8,"[15.18, 22.18]",广汽乘用车,536,中大型车,汽油,2020.06,5年或15万公里
现代,名图,https://p3-dcd.byteimg.com/img/motor-img/72d70bf376d6bb70c1e42dd8342f3413~tplv-resize:640:0.png,8,"[12.58, 16.08]",北京现代,537,中型车,汽油,2021.03,可选:[3年或15万公里] [5年或10万公里] [7年或7万公里]
丰田,RAV4荣放双擎E+,https://p3-dcd.byteimg.com/img/motor-img/4fcf011be1ed190903989d9a4c87225d~tplv-resize:640:0.png,5,"[23.38, 28.68]",一汽丰田,538,紧凑型SUV,插电式混合动力,2023.04,3年或10万公里
现代,名图 纯电动,https://p3-dcd.byteimg.com/img/motor-img/b67b3eec8cfd60f7bff89c8e01f844a6~tplv-resize:640:0.png,5,"[17.88, 20.38]",北京现代,539,中型车,纯电动,2021.03,5年或10万公里
丰田,卡罗拉双擎E+,https://p3-dcd.byteimg.com/img/motor-img/5d24ebd28604b5143898bbf4ae6f8dae~tplv-resize:640:0.png,5,"[17.38, 19.68]",一汽丰田,540,紧凑型车,插电式混合动力,2020.04,3年或10万公里
日产,楼兰,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/6b198431f20a40b0bab91e7df531f31c~tplv-resize:640:0.png,4,"[19.08, 23.58]",东风日产,541,中型SUV,汽油,2020.08,3年或10万公里
现代,悦动,https://p9-dcd.byteimg.com/img/motor-img/7f3d519f70f2da1f8727d61dbf20eb64~tplv-resize:640:0.png,4,"[7.69, 10.79]",北京现代,542,紧凑型车,汽油,2020.07,3年或10万公里
别克,英朗,https://p3-dcd.byteimg.com/img/motor-img/9b938497832d0c174a5e939c64499fd4~tplv-resize:640:0.png,3,"[7.49, 8.09]",上汽通用别克,543,紧凑型车,汽油,2020.09,3年或10万公里
起亚,起亚EV6,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/c3b536d42b64429b83545b5beb832332~tplv-resize:640:0.png,3,"[28.18, 43.88]",起亚(进口),544,紧凑型SUV,纯电动,2023.08,5年或10万公里
理念,广汽本田VE-1,https://p9-dcd.byteimg.com/img/motor-img/6b45b76df3eac473edc4da19a10ce8d7~tplv-resize:640:0.png,3,"[12.98, 15.68]",广汽本田,545,小型SUV,纯电动,2022.09,3年或10万公里
雪铁龙,雪铁龙C3-XR,https://p3-dcd.byteimg.com/img/motor-img/a65b0e6e805e6985fe12ba2284e26221~tplv-resize:640:0.png,3,"[11.39, 11.39]",东风雪铁龙,546,小型SUV,汽油,2021.07,3年或10万公里
福特,锐际PHEV,https://p9-dcd.byteimg.com/img/motor-img/9fbf154e6c81aad3e71aee0f2cbfa64a~tplv-resize:640:0.png,2,"[21, 21]",长安福特,547,紧凑型SUV,插电式混合动力,2021.06,3年或10万公里
思铭,东风本田M-NV,https://p9-dcd.byteimg.com/img/motor-img/b20ad2749ca184a995d7d9b88d20b147~tplv-resize:640:0.png,2,"[11.98, 13.98]",东风本田,548,小型SUV,纯电动,2023.06,3年或12万公里
SERES赛力斯,赛力斯SF5,https://p3-dcd.byteimg.com/img/motor-img/d3d1e81f816d273258a81a867be42e34~tplv-resize:640:0.png,2,"[23.68, 26.68]",赛力斯汽车,549,中型SUV,增程式,2021.04,4年不限公里
雪铁龙,天逸 C5 AIRCROSS PHEV,https://p3-dcd.byteimg.com/img/motor-img/edc611215e53aaba48a03a0700baca7d~tplv-resize:640:0.png,1,"[23.17, 23.17]",东风雪铁龙,550,紧凑型SUV,插电式混合动力,2022.08,3年或12万公里
广汽集团,绎乐,https://p3-dcd.byteimg.com/img/motor-img/7c81468c2481b939613261d525bd1e8b~tplv-resize:640:0.png,1,"[15.78, 17.98]",广汽本田,551,紧凑型车,纯电动,2021.03,4年或15万公里
奔驰,奔驰EQC,https://p9-dcd.byteimg.com/img/motor-img/af9519c896135b4d911ee16d8d22743f~tplv-resize:640:0.png,1,"[39.19, 47.19]",北京奔驰,552,中型SUV,纯电动,2022.05,3年不限公里
东南,东南DX8,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/657bf4d42ef346f9a5f31a55f95aa9f6~tplv-resize:640:0.png,1,"[8.69, 8.99]",东南汽车,553,中型SUV,汽油,2022.10,3年或10万公里
广汽集团,广汽丰田iA5,https://p3-dcd.byteimg.com/img/motor-img/d615385354694acde6298b463af5aba7~tplv-resize:640:0.png,1,"[13.98, 17.28]",广汽丰田,554,紧凑型车,纯电动,2022.03,4年或15万公里
